candidateId,strategyVariantId,runs,scenarioCount,bossKillRate,avgExp,medianExp,p10Exp,p90Exp,expStdDev,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageDealt,medianDamageDealt,p10DamageDealt,p90DamageDealt,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,damageDealtStdDev,scoreStdDev,consistencyScore,generalFitnessScore
centered_candidate_000216_4fbb0262,centered-gaussian,5,5,0.6,5115.2,7969,73.8,8767.2,4127.2016,33139.4,51640,1556.2,55696.2,0.6,598.24,38.4,1749.8,167160.2,236115,3062.6,300978.8,242.8,0,4.2,0.5214,28449.2,136447.8668,25834.2469,-1989.8008,5115.2
centered_candidate_000089_ec739260,centered-gaussian,5,5,0.6,5083.6,8123,164.4,8475.6,4008.0705,33224.2,52838,2406,54123.8,0.6,621.7,39,1753,164050.8,245527,5270.6,287379.2,246.6,0,4.8,0.4798,31151,131246.5175,25076.4589,-1839.6352,5083.6
centered_candidate_000072_b5c50d5e,centered-gaussian,5,5,0.6,5062,8166,49.2,8590.8,4099.7944,32788.8,52598,1140.6,54898.8,0.6,589.66,37.8,1727.8,169802,263724,1968.2,291375.8,191.6,0,3.2,0.597,22543.4,137383.838,25870.537,-2000.6972,5062
centered_candidate_000252_54c131c6,centered-gaussian,5,5,0.6,5034.2,8192,72,8448.2,4052.1331,32819.6,52547,1510.4,54419.4,0.6,599.6,38,1733.8,163742,248008,3169,284579.6,222.4,0,3.4,0.5743,24216,131874.041,25554.6587,-1954.0665,5034.2
centered_candidate_000207_5129a6cf,centered-gaussian,5,5,0.6,5026.6,8164,63,8431.2,4051.9826,32770,52674,1390.8,54216.2,0.6,595.42,37.8,1731.2,146513.8,233435,2470.6,247399.2,206.6,0,3.8,0.5099,26202,117646.3283,25594.1312,-1962.9913,5026.6
centered_candidate_000111_5d2c2d30,centered-gaussian,5,5,0.6,5008.6,8029,204.6,8301.4,3905.0497,32752.4,52152,2678.2,53040.6,0.6,621.72,39,1727.8,184988.8,246200,5710.8,342006.2,293.8,0,4.4,0.5044,29951.6,152002.6889,24415.2841,-1747.9249,5008.6
centered_candidate_000205_a54b6a0a,centered-gaussian,5,5,0.6,5000.6,8096,223.4,8235,3893.3829,32828.2,52444,2959.2,52854.6,0.6,644.72,39.2,1724,176212.2,281683,7223.4,292744.2,234.6,0,4.2,0.5079,27466.4,137793.9643,24313.8379,-1723.2915,5000.6
centered_candidate_000205_7d7d30ea,centered-gaussian,5,5,0.6,4980.2,8146,135.8,8233.6,3939.743,32589.8,52688,2011.8,52984.8,0.6,617.18,38.4,1716.6,172799,237391,4310.2,317376.6,231.6,0,5,0.4725,31375.2,142416.5959,24824.6653,-1834.0715,4980.2
centered_candidate_000027_271d99fe,centered-gaussian,5,5,0.6,4979.2,8155,100,8285.8,3982.4283,32605,52641,1831.8,53350,0.6,601.82,38,1724,181747.2,220070,3701.6,348460.8,237.8,0,4,0.5109,27618,153858.3241,25099.086,-1891.2142,4979.2
centered_candidate_000056_8a6ca45b,centered-gaussian,5,5,0.6,4966,8208,61.8,8248.4,4002.5001,32325.6,52697,1392,53048,0.6,595.14,37.8,1700.2,202192.2,301746,2337,353834.2,191.2,0,3.4,0.5209,23289.6,164266.8142,25229.9711,-1939.45,4966
